tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr9178,70, Self-emp-not-inc, 155141, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2377, 12, United-States, >50K
tr9179,22, Private, 160120, 10th, 6, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male, 0, 0, 30, United-States, <=50K
tr9180,29, Self-emp-inc, 190450, HS-grad, 9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Germany, <=50K
tr9181,37, Private, 212900, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9182,29, Private, 115677, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9183,38, Private, 252250, 11th, 7, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
tr9184,27, Private, 212041, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr9185,58, State-gov, 198145, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, >50K
tr9186,60, Local-gov, 113658, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, <=50K
tr9187,20, Private, 32426, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr9188,51, Private, 98791, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr9189,37, Private, 203828, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 65, United-States, <=50K
tr9190,22, State-gov, 186634, 12th, 8, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
tr9191,56, Self-emp-not-inc, 125147, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr9192,26, Private, 247455, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 5178, 0, 42, United-States, >50K
tr9193,19, Private, 97215, Some-college, 10, Separated, Sales, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
tr9194,37, Private, 330826, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 30, United-States, <=50K
tr9195,27, Private, 200802, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr9196,27, Private, 156266, HS-grad, 9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 20, United-States, <=50K
tr9197,52, Self-emp-not-inc, 72257, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr9198,45, Private, 363087, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr9199,28, Private, 25955, Some-college, 10, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
tr9200,20, Private, 334633, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr9201,28, Private, 109162, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
tr9202,26, State-gov, 272986, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 8, United-States, <=50K
tr9203,55, ?, 52267, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 18, United-States, <=50K
tr9204,46, Private, 82946, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr9205,51, Private, 104651, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr9206,25, Local-gov, 58441, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr9207,43, Local-gov, 269733, HS-grad, 9, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9208,19, ?, 128453, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 28, United-States, <=50K
tr9209,36, Private, 179468, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9210,36, Private, 183081, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9211,48, Private, 102938, Bachelors, 13, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K
tr9212,30, ?, 157289, 11th, 7, Never-married, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr9213,24, Private, 359828, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States, >50K
tr9214,30, Private, 155659, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 36, United-States, <=50K
tr9215,24, Private, 585203, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7688, 0, 45, United-States, >50K
tr9216,62, Private, 173601, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9217,41, Self-emp-not-inc, 214541, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 1590, 40, United-States, <=50K
tr9218,49, Self-emp-not-inc, 163352, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 85, United-States, >50K
tr9219,36, Self-emp-not-inc, 153976, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr9220,47, Local-gov, 247676, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 5455, 0, 45, United-States, <=50K
tr9221,49, State-gov, 155372, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr9222,52, Private, 329733, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9223,52, Private, 162576, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
tr9224,26, Private, 176520, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 53, United-States, <=50K
tr9225,51, State-gov, 226885, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9226,18, Private, 120781, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr9227,30, Private, 375827, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr9228,46, Private, 205504, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
tr9229,28, Private, 198813, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr9230,48, Self-emp-inc, 254291, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
tr9231,62, Private, 159908, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 38, United-States, >50K
tr9232,69, Private, 102874, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
tr9233,35, Private, 117381, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 8614, 0, 45, United-States, >50K
tr9234,78, Private, 180239, Masters, 14, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K
tr9235,61, Private, 539563, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
tr9236,29, Private, 81057, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr9237,36, Self-emp-not-inc, 160120, Bachelors, 13, Married-civ-spouse, Sales, Husband, Other, Male, 0, 0, 45, ?, <=50K
tr9238,17, Private, 41979, 10th, 6, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr9239,27, Private, 275110, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 80, United-States, >50K
tr9240,64, Private, 265661, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9241,33, Self-emp-not-inc, 193246, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, France, <=50K
tr9242,32, Private, 236543, 12th, 8, Married-civ-spouse, Craft-repair, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
tr9243,19, Private, 29510, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr9244,42, State-gov, 105804, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9245,24, Private, 194604, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr9246,23, Private, 1038553, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 45, United-States, <=50K
tr9247,51, Local-gov, 209320, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 3325, 0, 40, United-States, <=50K
tr9248,31, Private, 193231, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 3325, 0, 60, United-States, <=50K
tr9249,44, Private, 307468, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 29, United-States, >50K
tr9250,38, Private, 255941, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 10520, 0, 50, United-States, >50K
tr9251,44, Local-gov, 107845, Assoc-acdm, 12, Divorced, Protective-serv, Not-in-family, White, Female, 0, 0, 56, United-States, >50K
tr9252,44, Self-emp-not-inc, 567788, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr9253,38, Private, 91857, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K
tr9254,36, Private, 732569, 9th, 5, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr9255,29, Private, 86613, 1st-4th, 2, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, El-Salvador, <=50K
tr9256,46, Private, 35961, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Female, 0, 0, 25, Germany, <=50K
tr9257,47, Private, 114754, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9258,30, Private, 235124, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 99999, 0, 40, United-States, >50K
tr9259,37, Local-gov, 218490, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 35, United-States, >50K
tr9260,27, Private, 329426, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr9261,43, Private, 181015, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
tr9262,44, Self-emp-not-inc, 264740, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr9263,31, Private, 381153, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 60, United-States, <=50K
tr9264,39, Private, 230467, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 1092, 40, Germany, <=50K
tr9265,36, Private, 218542, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr9266,57, Private, 298507, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 40, United-States, >50K
tr9267,78, Private, 111189, 7th-8th, 4, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 35, Dominican-Republic, <=50K
tr9268,24, Private, 168997, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9269,39, Private, 168894, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr9270,34, Private, 344073, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
tr9271,22, Private, 416165, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
tr9272,36, Private, 41490, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr9273,61, Private, 40269, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr9274,67, ?, 243256, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 15, United-States, <=50K
tr9275,42, Private, 250536, Some-college, 10, Separated, Other-service, Unmarried, Black, Female, 0, 0, 21, Haiti, <=50K
tr9276,49, Federal-gov, 105586, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
tr9277,58, Private, 51499, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9278,37, Local-gov, 189878, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr9279,39, Private, 179481, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 4650, 0, 44, United-States, <=50K
tr9280,25, Private, 299765, Some-college, 10, Separated, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, Jamaica, <=50K
tr9281,45, Self-emp-inc, 155664, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, ?, >50K
tr9282,30, Private, 54608, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9283,49, ?, 174702, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr9284,36, Self-emp-not-inc, 285020, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2885, 0, 40, United-States, <=50K
tr9285,23, Private, 201145, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
tr9286,51, Private, 125796, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 35, Jamaica, <=50K
tr9287,55, Private, 249072, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr9288,35, Private, 99156, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr9289,45, State-gov, 94754, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, India, <=50K
tr9290,36, Private, 111128, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, >50K
tr9291,32, Local-gov, 157887, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9292,39, Private, 74194, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr9293,47, Self-emp-inc, 168191, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9294,49, Private, 28334, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
tr9295,52, Private, 84278, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 55, ?, >50K
tr9296,44, Private, 721161, Some-college, 10, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr9297,36, Private, 188069, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr9298,40, Private, 145178, Some-college, 10, Divorced, Craft-repair, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
tr9299,17, Private, 52967, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 6, United-States, <=50K
tr9300,18, Private, 177578, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 38, United-States, <=50K
tr9301,30, Self-emp-inc, 185384, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 25, United-States, <=50K
tr9302,66, Private, 66008, HS-grad, 9, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 50, England, <=50K
tr9303,59, Private, 329059, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr9304,30, Local-gov, 348802, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr9305,50, Private, 34233, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr9306,24, Private, 509629, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr9307,28, Private, 27956, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 99, Philippines, <=50K
tr9308,44, Local-gov, 83286, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
tr9309,25, Private, 309098, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9310,45, Private, 188950, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr9311,20, Private, 224217, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr9312,67, Private, 222899, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr9313,40, Self-emp-not-inc, 123306, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
tr9314,52, Federal-gov, 279337, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr9315,34, Private, 347166, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
tr9316,37, Local-gov, 251396, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, Canada, >50K
tr9317,17, Self-emp-inc, 143034, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 4, United-States, <=50K
