tst1,50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States,?
tst648,41, Private, 146908, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst649,50, Private, 222020, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst650,26, Private, 50103, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States,?
tst651,38, Private, 248886, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 42, United-States,?
tst652,38, Self-emp-inc, 125324, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States,?
tst653,25, Private, 111675, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 43, United-States,?
tst654,27, Private, 139209, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst655,42, Private, 203554, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst656,59, Self-emp-not-inc, 201263, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 55, United-States,?
tst657,51, Private, 200576, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 63, United-States,?
tst658,33, Private, 192663, HS-grad, 9, Separated, Sales, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst659,33, Private, 119409, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female, 0, 0, 40, Columbia,?
tst660,26, Private, 38232, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst661,38, Private, 32271, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst662,44, Private, 116825, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 80, United-States,?
tst663,34, Self-emp-not-inc, 137223, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States,?
tst664,23, Private, 24395, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 30, United-States,?
tst665,28, Private, 116372, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst666,19, Local-gov, 202184, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 15, United-States,?
tst667,35, Private, 116541, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 44, United-States,?
tst668,61, Private, 162391, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1651, 40, United-States,?
tst669,62, ?, 123612, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 4, United-States,?
tst670,46, Local-gov, 215895, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst671,23, Private, 181557, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 25, United-States,?
tst672,31, Private, 138416, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 56, Mexico,?
tst673,37, Private, 167735, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States,?
tst674,25, Private, 145434, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst675,53, Private, 233165, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst676,27, Private, 169815, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States,?
tst677,18, Private, 194897, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst678,51, Private, 122109, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States,?
tst679,31, Private, 209538, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst680,50, Private, 173754, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst681,46, Private, 125487, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst682,36, Local-gov, 109766, Bachelors, 13, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst683,29, Private, 144592, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States,?
tst684,64, ?, 193043, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst685,21, Private, 47541, HS-grad, 9, Divorced, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States,?
tst686,20, Federal-gov, 225515, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 24, United-States,?
tst687,54, Private, 163671, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1887, 65, United-States,?
tst688,17, Self-emp-not-inc, 181317, 10th, 6, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 35, United-States,?
tst689,33, Federal-gov, 177945, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States,?
tst690,38, Private, 191103, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 99, United-States,?
tst691,57, Self-emp-not-inc, 253914, 1st-4th, 2, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, Mexico,?
tst692,39, Private, 403489, 11th, 7, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States,?
tst693,17, Private, 193199, 11th, 7, Never-married, Sales, Unmarried, White, Female, 0, 0, 12, Poland,?
tst694,49, Private, 173115, 10th, 6, Separated, Exec-managerial, Not-in-family, Black, Male, 4416, 0, 99, United-States,?
tst695,23, Local-gov, 203353, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 45, United-States,?
tst696,39, Private, 498785, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst697,52, Private, 117295, 1st-4th, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst698,38, Private, 154568, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?,?
tst699,37, Federal-gov, 125933, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst700,40, Private, 184655, Assoc-acdm, 12, Never-married, Other-service, Other-relative, White, Male, 0, 0, 25, United-States,?
tst701,37, Self-emp-not-inc, 410919, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States,?
tst702,34, Private, 375680, Assoc-acdm, 12, Never-married, Craft-repair, Own-child, Black, Female, 0, 0, 40, United-States,?
tst703,66, Private, 205724, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 24, United-States,?
tst704,23, Private, 230704, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 22, United-States,?
tst705,28, Local-gov, 56340, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst706,38, Private, 52596, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States,?
tst707,33, Private, 155781, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst708,33, Private, 103596, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst709,42, Local-gov, 70655, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst710,61, Federal-gov, 230545, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 35, Puerto-Rico,?
tst711,25, Private, 273876, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States,?
tst712,64, Federal-gov, 161926, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 8, United-States,?
tst713,28, Private, 292536, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst714,36, Private, 181589, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, Columbia,?
tst715,36, Private, 182074, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 40, United-States,?
tst716,30, Private, 248588, 12th, 8, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst717,36, Private, 46706, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States,?
tst718,52, Private, 193116, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States,?
tst719,42, Private, 231813, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst720,38, Private, 58108, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst721,37, Self-emp-inc, 111128, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst722,29, Private, 29974, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst723,45, Private, 102597, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States,?
tst724,55, Private, 156797, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst725,21, ?, 163911, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 3, United-States,?
tst726,56, Self-emp-inc, 165881, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst727,47, Private, 343579, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico,?
tst728,39, Self-emp-inc, 206253, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst729,42, Federal-gov, 52781, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States,?
tst730,27, Private, 74883, Bachelors, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines,?
tst731,45, Private, 362883, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States,?
tst732,24, ?, 26671, HS-grad, 9, Never-married, ?, Other-relative, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States,?
tst733,48, Self-emp-inc, 56975, HS-grad, 9, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female, 0, 0, 84, ?,?
tst734,33, Local-gov, 269604, 5th-6th, 3, Never-married, Other-service, Unmarried, Other, Female, 0, 0, 40, El-Salvador,?
tst735,35, Federal-gov, 38905, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst736,60, Private, 117509, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst737,51, Self-emp-not-inc, 199005, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst738,39, Private, 87556, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 6849, 0, 40, United-States,?
tst739,29, Self-emp-not-inc, 267661, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States,?
tst740,59, Private, 70720, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst741,43, Local-gov, 144778, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, ?,?
tst742,66, Private, 86010, 10th, 6, Widowed, Transport-moving, Not-in-family, White, Female, 0, 0, 11, United-States,?
tst743,22, Private, 129172, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States,?
tst744,20, Local-gov, 247794, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States,?
tst745,25, Private, 108317, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst746,19, ?, 425447, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst747,33, Private, 237833, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst748,30, Private, 210851, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst749,67, Local-gov, 342175, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Female, 2009, 0, 40, United-States,?
tst750,28, Private, 70034, 7th-8th, 4, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, Portugal,?
tst751,39, Private, 286026, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst752,39, Private, 139906, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 81, United-States,?
tst753,30, Private, 136651, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico,?
tst754,36, Self-emp-not-inc, 186035, Prof-school, 15, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States,?
tst755,24, Private, 291578, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst756,29, Private, 193152, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 1408, 40, United-States,?
tst757,72, ?, 237229, Assoc-voc, 11, Widowed, ?, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst758,27, Private, 210313, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, Guatemala,?
tst759,70, ?, 147558, Bachelors, 13, Divorced, ?, Not-in-family, White, Female, 0, 0, 7, United-States,?
tst760,48, Private, 330470, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 30, United-States,?
tst761,33, Private, 23871, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States,?
tst762,67, ?, 188903, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 2414, 0, 40, United-States,?
tst763,33, Private, 187560, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 36, United-States,?
tst764,23, State-gov, 61743, 5th-6th, 3, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst765,53, State-gov, 246820, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst766,35, Private, 409200, Assoc-acdm, 12, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst767,43, Private, 258049, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 53, United-States,?
tst768,35, Private, 335704, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst769,20, Private, 216889, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States,?
tst770,52, Private, 224198, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 48, United-States,?
tst771,49, Private, 314773, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst772,53, Private, 167065, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst773,48, Private, 54744, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst774,26, Private, 250066, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst775,24, State-gov, 61737, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst776,56, Private, 226985, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States,?
tst777,20, Private, 153516, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States,?
tst778,25, State-gov, 260754, Bachelors, 13, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst779,62, ?, 232719, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States,?
tst780,47, Self-emp-not-inc, 228660, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1977, 40, United-States,?
tst781,27, Private, 109611, 9th, 5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 37, Portugal,?
tst782,49, Private, 39986, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst783,70, ?, 230816, Assoc-voc, 11, Never-married, ?, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst784,42, Self-emp-not-inc, 119207, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 48, United-States,?
tst785,23, Private, 126945, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 25, United-States,?
tst786,46, Federal-gov, 341762, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 45, United-States,?
tst787,44, Private, 167005, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States,?
tst788,54, ?, 410114, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst789,38, Private, 186959, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst790,31, Private, 115488, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States,?
